19	['-10.07', '-29.73', '-16.51', '-27.02', '-10.07']	['-55.79', '-56.14', '-75.98', '-62.83', '-28.22']	['-179.57', '-142.79', '-149.70', '-179.57', '-133.87']	1601213521
20	['-3.36', '-29.13', '-17.72', '-33.92', '-3.36']	['-50.70', '-50.39', '-65.47', '-55.54', '-31.41']	['-154.91', '-109.73', '-154.91', '-116.62', '-120.44']	1601213521
21	['-5.65', '-26.41', '-14.42', '-25.93', '-5.65']	['-51.45', '-58.70', '-65.54', '-55.24', '-26.33']	['-231.06', '-231.06', '-165.18', '-106.90', '-143.62']	1601213521
22	['-7.07', '-25.03', '-23.65', '-18.45', '-7.07']	['-47.81', '-53.26', '-54.06', '-54.37', '-29.55']	['-156.57', '-122.98', '-156.57', '-136.57', '-117.02']	1601213521
23	['-2.23', '-23.09', '-13.34', '-16.81', '-2.23']	['-41.61', '-44.23', '-55.05', '-46.76', '-20.39']	['-127.50', '-77.44', '-114.92', '-127.50', '-53.82']	1601213521
24	['-3.84', '-25.76', '-16.20', '-12.18', '-3.84']	['-41.78', '-48.57', '-52.41', '-43.48', '-22.65']	['-124.89', '-118.86', '-124.89', '-69.39', '-84.77']	1601213521
25	['-5.86', '-23.95', '-16.53', '-14.47', '-5.86']	['-39.55', '-45.90', '-52.24', '-41.10', '-18.95']	['-144.05', '-144.05', '-127.17', '-89.05', '-66.19']	1601213521
26	['-3.94', '-24.98', '-11.93', '-12.04', '-3.94']	['-36.60', '-43.82', '-46.78', '-37.47', '-18.35']	['-134.43', '-93.70', '-134.43', '-62.78', '-65.97']	1601213521
27	['-5.99', '-20.16', '-13.78', '-14.84', '-5.99']	['-34.05', '-44.11', '-34.81', '-38.03', '-19.26']	['-109.76', '-108.34', '-109.76', '-93.51', '-48.48']	1601213521
28	['-1.46', '-23.27', '-8.95', '-14.22', '-1.46']	['-35.37', '-50.60', '-41.49', '-33.86', '-15.55']	['-137.07', '-137.07', '-97.16', '-77.57', '-34.85']	1601213521
29	['-2.86', '-22.92', '-9.63', '-15.42', '-2.86']	['-32.66', '-43.86', '-33.86', '-36.94', '-15.99']	['-135.37', '-135.37', '-93.74', '-105.69', '-62.84']	1601213521
30	['-1.05', '-19.46', '-12.21', '-17.96', '-1.05']	['-31.43', '-41.87', '-37.20', '-33.58', '-13.09']	['-140.34', '-98.44', '-108.98', '-140.34', '-55.76']	1601213521
31	['2.59', '-22.26', '-10.51', '-14.48', '2.59']	['-29.30', '-38.21', '-31.94', '-34.40', '-12.64']	['-122.62', '-78.70', '-120.64', '-122.62', '-69.20']	1601213521
32	['2.02', '-14.70', '-10.28', '-11.93', '2.02']	['-26.97', '-38.55', '-28.12', '-29.40', '-11.80']	['-108.15', '-61.74', '-86.64', '-108.15', '-54.45']	1601213521
33	['2.00', '-15.82', '-11.08', '-10.41', '2.00']	['-26.45', '-36.77', '-32.89', '-26.73', '-9.42']	['-117.62', '-73.43', '-117.62', '-73.83', '-33.18']	1601213521
34	['2.11', '-17.95', '-9.29', '-11.74', '2.11']	['-26.35', '-36.59', '-31.78', '-27.42', '-9.61']	['-97.60', '-97.60', '-97.28', '-80.56', '-58.05']	1601213521
35	['2.36', '-18.94', '-8.30', '-7.92', '2.36']	['-26.19', '-35.69', '-32.87', '-27.54', '-8.66']	['-104.44', '-59.69', '-104.44', '-72.23', '-50.34']	1601213521
36	['2.04', '-14.84', '-9.52', '-9.21', '2.04']	['-22.22', '-32.04', '-25.51', '-25.01', '-6.34']	['-73.11', '-67.39', '-73.11', '-72.34', '-26.03']	1601213521
37	['3.48', '-15.43', '-6.37', '-8.25', '3.48']	['-22.79', '-30.46', '-31.18', '-25.86', '-3.67']	['-93.96', '-58.92', '-93.96', '-68.31', '-29.63']	1601213521
38	['2.81', '-15.97', '-5.05', '-12.17', '2.81']	['-20.37', '-28.82', '-25.95', '-24.10', '-2.58']	['-105.49', '-67.79', '-89.11', '-105.49', '-15.39']	1601213521
39	['3.29', '-16.08', '-11.85', '-9.94', '3.29']	['-19.97', '-26.55', '-26.06', '-25.88', '-1.38']	['-88.28', '-45.69', '-88.28', '-87.84', '-12.09']	1601213521
40	['3.04', '-15.23', '-10.11', '-12.32', '3.04']	['-21.39', '-32.03', '-22.39', '-29.38', '-1.76']	['-139.62', '-139.62', '-66.40', '-118.19', '-27.12']	1601213521
41	['4.25', '-16.21', '-6.24', '-11.64', '4.25']	['-18.56', '-27.12', '-21.95', '-25.27', '0.08']	['-83.12', '-46.16', '-83.12', '-73.21', '-11.18']	1601213521
42	['3.83', '-12.08', '-7.58', '-8.11', '3.83']	['-17.84', '-24.84', '-21.25', '-25.51', '0.25']	['-97.92', '-42.74', '-71.64', '-97.92', '-17.84']	1601213521
43	['3.57', '-14.56', '-5.03', '-10.32', '3.57']	['-20.60', '-26.70', '-24.93', '-30.73', '-0.04']	['-149.56', '-54.26', '-149.56', '-129.85', '-46.56']	1601213521
44	['3.93', '-15.95', '-4.81', '-4.43', '3.93']	['-16.59', '-24.27', '-20.47', '-22.76', '1.12']	['-87.07', '-38.52', '-87.07', '-52.86', '-8.94']	1601213521
45	['3.54', '-12.06', '-7.04', '-1.42', '3.54']	['-16.71', '-25.49', '-20.79', '-21.08', '0.51']	['-84.14', '-72.22', '-84.14', '-37.82', '-7.21']	1601213521
46	['3.67', '-13.77', '-5.30', '-3.82', '3.67']	['-15.31', '-26.30', '-18.23', '-18.09', '1.37']	['-53.06', '-53.06', '-48.77', '-33.92', '-3.31']	1601213521
47	['4.29', '-13.39', '-5.96', '-7.71', '4.29']	['-14.54', '-26.74', '-15.12', '-17.87', '1.57']	['-102.82', '-102.82', '-25.49', '-37.64', '-6.93']	1601213521
48	['3.89', '-8.26', '-4.41', '-3.70', '3.89']	['-14.00', '-26.35', '-15.02', '-16.51', '1.87']	['-73.39', '-73.39', '-54.29', '-65.41', '-6.46']	1601213521
49	['3.62', '-10.89', '-3.40', '0.04', '3.62']	['-13.03', '-24.13', '-15.03', '-14.96', '2.02']	['-69.34', '-69.34', '-45.09', '-49.82', '-6.19']	1601213521
50	['3.62', '-13.97', '-4.92', '-5.39', '3.62']	['-14.20', '-24.66', '-16.14', '-18.33', '2.33']	['-104.41', '-83.24', '-56.12', '-104.41', '-4.10']	1601213521
51	['4.14', '-13.78', '-3.08', '-1.87', '4.14']	['-13.25', '-21.46', '-18.01', '-16.04', '2.52']	['-153.30', '-48.53', '-153.30', '-74.82', '-0.36']	1601213521
52	['4.04', '-13.00', '-0.44', '-1.13', '4.04']	['-12.06', '-21.98', '-13.83', '-15.07', '2.63']	['-61.21', '-61.21', '-46.77', '-40.96', '-9.53']	1601213521
53	['4.28', '-10.94', '-1.39', '-0.19', '4.28']	['-12.57', '-21.99', '-14.27', '-15.89', '1.86']	['-53.75', '-40.92', '-53.75', '-41.50', '-10.33']	1601213521
54	['4.32', '-9.23', '-0.96', '-1.87', '4.32']	['-11.58', '-21.10', '-14.68', '-12.81', '2.29']	['-94.06', '-32.89', '-94.06', '-34.49', '-14.91']	1601213521
55	['4.28', '-8.67', '0.70', '-2.68', '4.28']	['-10.75', '-22.01', '-12.06', '-11.79', '2.85']	['-78.38', '-78.38', '-37.73', '-26.88', '-1.57']	1601213521
56	['4.72', '-5.62', '0.10', '-0.25', '4.72']	['-10.48', '-20.76', '-11.18', '-12.82', '2.85']	['-81.76', '-64.79', '-53.80', '-81.76', '-0.72']	1601213521
57	['4.09', '-2.51', '0.72', '-0.30', '4.09']	['-9.27', '-20.21', '-9.64', '-10.26', '3.03']	['-55.01', '-55.01', '-22.39', '-20.26', '1.03']	1601213521
58	['4.57', '-6.91', '-0.38', '1.00', '4.57']	['-8.22', '-18.83', '-6.60', '-10.43', '3.00']	['-36.43', '-36.43', '-13.78', '-27.36', '-1.01']	1601213521
59	['5.09', '-7.41', '1.03', '0.38', '5.09']	['-7.51', '-17.60', '-6.14', '-9.60', '3.32']	['-31.46', '-31.46', '-19.78', '-28.86', '-0.13']	1601213521
60	['4.61', '-5.01', '1.34', '-0.27', '4.61']	['-6.79', '-15.74', '-6.02', '-8.43', '3.03']	['-28.46', '-28.46', '-14.59', '-19.76', '-4.36']	1601213521
61	['4.60', '-3.21', '1.41', '0.97', '4.60']	['-6.19', '-14.15', '-4.84', '-9.04', '3.29']	['-46.16', '-31.49', '-31.36', '-46.16', '-4.49']	1601213521
62	['4.86', '-2.36', '1.56', '-0.38', '4.86']	['-5.46', '-11.12', '-4.94', '-8.54', '2.76']	['-38.99', '-20.79', '-15.21', '-23.58', '-38.99']	1601213521
63	['4.58', '-1.94', '1.71', '2.38', '4.58']	['-6.11', '-12.54', '-6.34', '-8.72', '3.17']	['-95.04', '-26.27', '-95.04', '-48.08', '-6.79']	1601213521
64	['4.58', '0.28', '1.52', '0.49', '4.58']	['-5.28', '-11.96', '-4.02', '-8.53', '3.40']	['-39.32', '-37.42', '-13.80', '-39.32', '-5.67']	1601213521
65	['5.14', '-1.12', '1.92', '1.74', '5.14']	['-4.27', '-10.98', '-2.37', '-6.98', '3.27']	['-25.76', '-25.76', '-14.72', '-24.36', '-2.61']	1601213521
66	['4.67', '-2.21', '1.46', '1.88', '4.67']	['-3.78', '-9.47', '-2.09', '-6.11', '2.55']	['-33.00', '-33.00', '-9.80', '-18.84', '-20.98']	1601213521
67	['4.94', '1.25', '2.26', '2.54', '4.94']	['-3.21', '-8.80', '-2.34', '-4.12', '2.42']	['-36.78', '-36.78', '-19.55', '-14.93', '-27.32']	1601213521
68	['4.84', '-0.54', '2.05', '2.79', '4.84']	['-2.79', '-8.47', '-0.43', '-3.78', '1.53']	['-46.01', '-28.09', '-9.66', '-16.47', '-46.01']	1601213521
69	['4.71', '0.24', '2.26', '2.67', '4.71']	['-2.24', '-9.33', '-0.12', '-2.15', '2.63']	['-45.53', '-45.53', '-5.92', '-23.73', '-41.34']	1601213521
70	['4.78', '0.36', '2.19', '3.08', '4.78']	['-1.91', '-7.96', '-0.25', '-2.37', '2.92']	['-18.42', '-17.35', '-8.61', '-18.42', '-7.17']	1601213521
71	['5.06', '-0.60', '2.48', '2.67', '5.06']	['-1.36', '-6.32', '-1.62', '-0.93', '3.41']	['-47.52', '-12.64', '-47.52', '-9.57', '0.69']	1601213521
72	['4.44', '-0.04', '2.54', '2.84', '4.44']	['-1.32', '-7.00', '-0.22', '-1.37', '3.31']	['-76.18', '-25.85', '-11.21', '-76.18', '0.30']	1601213521
73	['4.86', '0.02', '2.10', '3.09', '4.86']	['-0.94', '-6.17', '-0.73', '-0.07', '3.19']	['-28.06', '-17.26', '-28.06', '-13.25', '-1.93']	1601213521
74	['5.31', '1.39', '2.20', '2.90', '5.31']	['-0.46', '-5.83', '0.20', '0.26', '3.55']	['-12.77', '-12.77', '-9.29', '-7.56', '2.23']	1601213521
75	['4.98', '1.18', '2.34', '2.66', '4.98']	['-0.55', '-5.63', '0.79', '-0.91', '3.55']	['-51.73', '-51.73', '-3.35', '-18.81', '1.61']	1601213521
76	['4.89', '1.18', '2.31', '2.70', '4.89']	['-0.28', '-4.62', '0.74', '-0.77', '3.54']	['-14.51', '-14.51', '-2.65', '-11.62', '-7.30']	1601213521
77	['5.11', '1.34', '2.31', '2.69', '5.11']	['-0.02', '-4.51', '0.93', '0.02', '3.51']	['-11.19', '-11.15', '-7.19', '-9.77', '-11.19']	1601213521
78	['4.78', '1.69', '2.31', '2.74', '4.78']	['-0.13', '-5.25', '0.86', '0.17', '3.72']	['-27.49', '-27.49', '-5.89', '-23.18', '1.98']	1601213521
79	['4.97', '0.78', '2.33', '2.70', '4.97']	['0.05', '-5.35', '1.38', '0.48', '3.70']	['-21.89', '-10.63', '-0.98', '-21.89', '-4.83']	1601213521
80	['4.90', '1.35', '2.52', '2.71', '4.90']	['0.44', '-3.96', '1.49', '0.70', '3.54']	['-10.47', '-10.47', '-0.39', '-8.41', '-1.46']	1601213521
81	['5.67', '1.29', '2.54', '2.82', '5.67']	['0.63', '-3.65', '1.59', '0.78', '3.80']	['-9.83', '-9.83', '-0.85', '-8.33', '1.80']	1601213521
82	['5.10', '2.14', '2.53', '2.95', '5.10']	['0.29', '-4.17', '1.19', '0.88', '3.27']	['-35.97', '-35.97', '-4.69', '-6.47', '-30.74']	1601213521
83	['4.88', '1.11', '2.57', '3.07', '4.88']	['0.60', '-4.21', '1.49', '1.31', '3.83']	['-12.06', '-12.06', '-3.92', '-5.99', '2.56']	1601213521
84	['4.80', '1.61', '2.51', '3.26', '4.80']	['0.75', '-3.56', '1.48', '1.40', '3.71']	['-16.32', '-16.32', '-1.85', '-8.56', '1.40']	1601213521
85	['5.09', '1.39', '2.32', '3.50', '5.09']	['0.62', '-4.00', '1.31', '1.60', '3.55']	['-12.20', '-9.54', '-1.92', '-12.20', '-11.38']	1601213521
86	['5.20', '2.12', '2.81', '3.53', '5.20']	['0.85', '-3.50', '1.50', '1.66', '3.73']	['-9.25', '-9.25', '-3.13', '-2.31', '0.93']	1601213521
87	['4.84', '1.75', '3.04', '3.77', '4.84']	['0.70', '-3.91', '1.62', '1.71', '3.38']	['-14.57', '-10.21', '-1.57', '-14.57', '-5.80']	1601213521
88	['5.03', '1.68', '2.56', '3.42', '5.03']	['0.70', '-4.48', '1.51', '2.11', '3.67']	['-34.53', '-34.53', '-2.23', '-0.69', '0.79']	1601213521
89	['5.11', '1.41', '2.61', '3.39', '5.11']	['0.99', '-3.34', '1.36', '2.24', '3.68']	['-10.65', '-10.63', '-10.65', '0.06', '1.12']	1601213521
90	['5.09', '1.45', '2.49', '3.71', '5.09']	['1.14', '-3.06', '1.45', '2.37', '3.79']	['-10.11', '-10.11', '-5.67', '-1.74', '1.96']	1601213521
91	['5.00', '1.41', '2.56', '3.72', '5.00']	['0.76', '-4.10', '1.41', '2.35', '3.38']	['-18.84', '-18.84', '-8.45', '-0.21', '-7.77']	1601213521
92	['5.10', '1.81', '2.70', '3.71', '5.10']	['0.75', '-4.88', '1.58', '2.65', '3.66']	['-23.16', '-23.16', '-6.08', '0.49', '-0.08']	1601213521
93	['5.54', '2.02', '2.60', '4.18', '5.54']	['0.99', '-3.81', '1.43', '2.61', '3.72']	['-16.16', '-16.16', '-13.99', '-1.72', '2.06']	1601213521
94	['5.19', '1.71', '2.74', '4.59', '5.19']	['1.07', '-3.34', '1.61', '2.78', '3.22']	['-22.53', '-11.96', '-6.04', '-0.03', '-22.53']	1601213521
95	['5.42', '1.69', '2.97', '4.17', '5.42']	['1.20', '-3.50', '1.66', '2.86', '3.77']	['-10.00', '-10.00', '-0.03', '-1.17', '-0.44']	1601213521
96	['5.37', '1.48', '2.68', '5.00', '5.37']	['1.22', '-3.06', '1.70', '2.71', '3.54']	['-22.63', '-12.19', '-4.88', '-9.19', '-22.63']	1601213521
97	['6.95', '1.77', '2.71', '4.08', '6.95']	['1.30', '-3.19', '1.71', '3.00', '3.70']	['-10.91', '-10.91', '-0.33', '1.68', '-6.32']	1601213521
98	['6.67', '1.52', '2.62', '4.87', '6.67']	['1.17', '-3.03', '1.36', '2.94', '3.39']	['-30.71', '-15.99', '-9.38', '-2.99', '-30.71']	1601213521
99	['8.03', '1.61', '2.58', '3.98', '8.03']	['1.13', '-3.10', '1.81', '2.84', '2.97']	['-50.18', '-14.96', '-0.90', '-0.16', '-50.18']	1601213521
100	['6.37', '1.73', '2.65', '4.47', '6.37']	['1.51', '-2.56', '1.75', '2.89', '3.94']	['-8.63', '-8.63', '0.99', '-0.51', '1.10']	1601213521
101	['7.57', '1.43', '2.58', '4.19', '7.57']	['1.39', '-2.74', '1.60', '2.55', '4.16']	['-20.74', '-18.03', '-6.47', '-20.74', '-12.57']	1601213521
102	['8.10', '1.61', '2.74', '4.13', '8.10']	['1.71', '-2.43', '1.64', '2.96', '4.69']	['-8.14', '-8.14', '-5.66', '-2.75', '-4.19']	1601213521
103	['8.03', '1.32', '2.89', '4.31', '8.03']	['1.64', '-3.22', '1.63', '3.05', '5.09']	['-10.96', '-10.96', '-4.14', '-1.13', '1.26']	1601213521
104	['7.72', '1.94', '2.87', '4.22', '7.72']	['2.24', '-2.19', '1.89', '3.20', '6.05']	['-11.91', '-11.91', '-0.90', '2.16', '2.87']	1601213521
105	['7.92', '1.77', '2.73', '4.93', '7.92']	['2.05', '-2.74', '1.97', '3.37', '5.61']	['-13.35', '-13.35', '0.94', '2.33', '-9.68']	1601213521
106	['8.01', '1.75', '2.94', '4.37', '8.01']	['2.07', '-2.15', '1.39', '3.22', '5.83']	['-22.28', '-19.21', '-22.28', '-1.63', '-2.43']	1601213521
107	['9.23', '1.76', '3.41', '4.76', '9.23']	['2.56', '-1.62', '1.90', '3.50', '6.45']	['-8.19', '-8.19', '-0.22', '1.35', '2.16']	1601213521
108	['9.06', '1.67', '2.77', '4.97', '9.06']	['2.30', '-1.49', '1.92', '3.40', '5.37']	['-11.42', '-9.71', '-2.40', '-3.70', '-11.42']	1601213521
109	['9.50', '1.86', '2.95', '5.42', '9.50']	['1.99', '-1.55', '2.05', '3.63', '3.84']	['-109.97', '-7.91', '0.42', '2.40', '-109.97']	1601213521
110	['9.67', '1.82', '3.24', '4.96', '9.67']	['2.71', '-1.41', '2.00', '3.66', '6.59']	['-9.41', '-9.41', '-3.34', '1.67', '2.74']	1601213521
111	['10.09', '1.44', '3.16', '4.91', '10.09']	['2.17', '-2.11', '2.22', '3.58', '4.97']	['-34.54', '-15.61', '0.97', '0.94', '-34.54']	1601213521
112	['9.83', '1.92', '3.38', '5.03', '9.83']	['2.55', '-1.09', '2.28', '3.46', '5.56']	['-53.69', '-5.74', '1.57', '-0.70', '-53.69']	1601213521
113	['10.12', '1.91', '3.11', '4.79', '10.12']	['2.15', '-2.86', '2.31', '3.44', '5.71']	['-41.83', '-21.00', '-0.10', '-1.53', '-41.83']	1601213521
114	['10.04', '2.63', '3.27', '5.20', '10.04']	['2.50', '-2.18', '2.22', '3.75', '6.20']	['-25.52', '-7.87', '-5.05', '1.98', '-25.52']	1601213521
115	['10.28', '2.52', '3.06', '4.97', '10.28']	['2.71', '-1.96', '2.33', '3.72', '6.77']	['-11.22', '-11.22', '-2.75', '0.19', '3.49']	1601213521
116	['10.23', '2.82', '3.25', '5.11', '10.23']	['2.71', '-1.98', '2.47', '3.85', '6.50']	['-15.92', '-11.45', '0.51', '1.36', '-15.92']	1601213521
117	['10.63', '3.31', '3.46', '5.59', '10.63']	['2.38', '-1.63', '2.42', '4.04', '4.69']	['-45.29', '-9.89', '-3.38', '2.38', '-45.29']	1601213521
118	['9.40', '3.47', '3.37', '5.56', '9.40']	['3.11', '-0.68', '2.61', '3.86', '6.63']	['-25.34', '-10.10', '1.78', '0.70', '-25.34']	1601213521
119	['9.92', '3.39', '3.29', '5.24', '9.92']	['3.25', '-0.05', '2.56', '4.07', '6.39']	['-26.83', '-6.60', '1.66', '2.65', '-26.83']	1601213521
120	['10.59', '3.07', '3.24', '5.56', '10.59']	['3.22', '0.15', '2.48', '4.29', '5.96']	['-20.51', '-10.41', '1.06', '3.32', '-20.51']	1601213521
121	['9.68', '3.35', '3.16', '5.68', '9.68']	['3.71', '1.13', '2.55', '4.35', '6.79']	['-4.14', '-4.14', '1.26', '1.23', '-1.84']	1601213521
122	['10.04', '3.58', '3.29', '5.53', '10.04']	['3.79', '1.44', '2.62', '4.34', '6.77']	['-7.47', '-4.13', '1.94', '2.99', '-7.47']	1601213521
123	['10.10', '3.60', '3.45', '6.01', '10.10']	['3.85', '1.75', '2.69', '4.37', '6.59']	['-10.26', '-2.02', '1.69', '-5.01', '-10.26']	1601213521
124	['10.30', '3.66', '3.30', '5.91', '10.30']	['3.63', '1.85', '2.69', '4.59', '5.40']	['-68.26', '-3.23', '1.46', '2.09', '-68.26']	1601213521
125	['9.99', '3.68', '3.42', '5.89', '9.99']	['3.44', '1.91', '2.58', '4.53', '4.76']	['-39.56', '-12.84', '1.45', '3.12', '-39.56']	1601213521
126	['10.54', '3.56', '3.40', '5.58', '10.54']	['3.88', '2.23', '2.65', '4.57', '6.07']	['-17.97', '-2.52', '1.57', '3.58', '-17.97']	1601213521
127	['9.27', '3.81', '3.27', '6.01', '9.27']	['3.45', '2.31', '2.43', '4.65', '4.42']	['-76.51', '-4.91', '-6.31', '1.20', '-76.51']	1601213521
128	['9.83', '3.78', '3.46', '6.85', '9.83']	['3.77', '1.99', '2.50', '4.90', '5.67']	['-33.54', '-2.72', '-5.32', '2.90', '-33.54']	1601213521
129	['9.55', '3.61', '3.38', '5.51', '9.55']	['3.58', '1.99', '2.69', '4.70', '4.93']	['-50.03', '-4.40', '0.41', '3.64', '-50.03']	1601213521
130	['9.98', '3.66', '3.44', '6.44', '9.98']	['3.26', '2.28', '2.73', '5.02', '2.99']	['-60.08', '-0.81', '0.72', '3.34', '-60.08']	1601213521
131	['9.80', '3.52', '3.87', '6.06', '9.80']	['3.78', '2.56', '2.42', '4.70', '5.43']	['-20.39', '0.68', '-9.48', '3.16', '-20.39']	1601213521
132	['9.37', '4.03', '3.79', '6.13', '9.37']	['3.48', '2.16', '2.71', '4.83', '4.21']	['-17.98', '-9.50', '1.07', '3.57', '-17.98']	1601213521
133	['10.50', '3.79', '3.98', '6.49', '10.50']	['4.23', '2.58', '2.75', '4.96', '6.61']	['-8.99', '-0.38', '1.06', '3.46', '-8.99']	1601213521
134	['10.18', '3.83', '3.58', '6.37', '10.18']	['4.03', '2.51', '2.80', '4.99', '5.80']	['-18.73', '-1.88', '0.98', '3.21', '-18.73']	1601213521
135	['9.65', '3.65', '4.23', '6.60', '9.65']	['3.94', '2.87', '2.77', '5.03', '5.08']	['-30.23', '1.52', '-0.28', '3.30', '-30.23']	1601213521
136	['9.54', '4.04', '3.91', '6.87', '9.54']	['4.21', '2.91', '2.88', '5.08', '5.96']	['-20.00', '1.14', '2.27', '2.69', '-20.00']	1601213521
137	['9.99', '3.85', '4.19', '6.81', '9.99']	['4.23', '3.04', '2.83', '5.12', '5.94']	['-32.55', '2.03', '-3.72', '3.01', '-32.55']	1601213521
138	['9.90', '4.16', '4.29', '6.24', '9.90']	['4.29', '3.07', '3.04', '5.06', '5.98']	['-10.40', '2.33', '1.02', '-2.97', '-10.40']	1601213521
139	['10.58', '4.34', '4.05', '7.08', '10.58']	['4.18', '3.05', '3.09', '5.25', '5.33']	['-41.46', '1.01', '2.13', '3.40', '-41.46']	1601213521
140	['9.71', '4.22', '4.28', '6.58', '9.71']	['3.86', '3.18', '3.19', '5.16', '3.92']	['-69.73', '1.95', '1.96', '1.64', '-69.73']	1601213521
141	['9.62', '4.27', '4.40', '7.14', '9.62']	['4.25', '3.24', '3.14', '5.19', '5.41']	['-28.58', '1.95', '1.45', '2.42', '-28.58']	1601213521
142	['9.75', '4.10', '4.58', '6.89', '9.75']	['4.11', '3.15', '3.27', '5.34', '4.69']	['-60.83', '-0.62', '2.14', '-6.19', '-60.83']	1601213521
143	['10.32', '4.29', '4.75', '7.31', '10.32']	['3.72', '3.17', '3.17', '5.35', '3.21']	['-59.59', '1.79', '-8.46', '0.02', '-59.59']	1601213521
144	['9.73', '4.63', '4.57', '6.32', '9.73']	['4.09', '3.26', '3.51', '5.25', '4.35']	['-34.38', '2.01', '2.47', '0.07', '-34.38']	1601213521
145	['9.80', '4.39', '4.67', '6.78', '9.80']	['4.21', '3.19', '3.57', '5.44', '4.62']	['-29.79', '-0.67', '2.24', '3.56', '-29.79']	1601213521
146	['9.88', '4.92', '5.03', '7.15', '9.88']	['3.06', '3.32', '3.28', '5.54', '0.09']	['-54.34', '1.37', '-2.36', '4.10', '-54.34']	1601213521
147	['10.69', '4.70', '4.95', '6.37', '10.69']	['4.25', '3.26', '3.47', '5.53', '4.74']	['-34.88', '-3.80', '0.80', '3.86', '-34.88']	1601213521
148	['9.35', '5.04', '4.74', '6.48', '9.35']	['4.08', '2.62', '3.59', '5.13', '4.99']	['-27.79', '-27.79', '1.58', '-4.18', '-20.03']	1601213521
